Date,Gender, Annual Income ,Dealer_Name,Company,Model,Engine,Transmission,Color, Price ($) ,Body Style,Dealer_Region,State
9/25/2023,Male,13500.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17000.00,Hatchback,Pasco,Washington
9/25/2023,Female,600000.00,Rabun Used Car Sales,Ford,Focus,Overhead Camshaft,Manual,Red,17000.00,Hardtop,Austin,Texas
9/25/2023,Male,656000.00,U-Haul CO,Honda,Passport,DoubleÂ Overhead Camshaft,Auto,Black,26000.00,Hardtop,Austin,Texas
9/25/2023,Male,1574000.00,Tri-State Mack Inc,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Black,16400.00,Passenger,Scottsdale,Arizona
9/25/2023,Male,665000.00,U-Haul CO,Saturn,LS,Overhead Camshaft,Manual,Pale White,14000.00,Sedan,Austin,Texas
9/25/2023,Male,590000.00,Buddy Storbeck's Diesel Service Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24000.00,SUV,Middletown,New York 
9/25/2023,Female,985000.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Black,16000.00,Hardtop,Aurora,Colorado
9/25/2023,Female,800000.00,Capitol KIA,Acura,TL,Overhead Camshaft,Manual,Pale White,14000.00,Hatchback,Greenville,South Carolina
9/25/2023,Male,1300000.00,Race Car Help,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Pale White,25000.00,Hardtop,Janesville,Wisconsin
9/25/2023,Female,430000.00,Chrysler Plymouth,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000.00,Passenger,Janesville,Wisconsin
9/25/2023,Female,1900000.00,Classic Chevy,Ford,Mustang,Overhead Camshaft,Manual,Red,25000.00,Hatchback,Scottsdale,Arizona
9/25/2023,Male,900000.00,Star Enterprises Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45000.00,Hardtop,Aurora,Colorado
9/25/2023,Male,390000.00,Diehl Motor CO Inc,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,14000.00,Hatchback,Middletown,New York 
9/25/2023,Male,800000.00,Enterprise Rent A Car,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60000.00,Passenger,Aurora,Colorado
9/25/2023,Male,1679000.00,Gartner Buick Hyundai Saab,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,14901.00,SUV,Greenville,South Carolina
9/25/2023,Male,1050000.00,Hatfield Volkswagen,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,19001.00,Passenger,Pasco,Washington
9/25/2023,Female,461000.00,Iceberg Rentals,Mercury,Villager,DoubleÂ Overhead Camshaft,Auto,Black,28001.00,Passenger,Janesville,Wisconsin
9/25/2023,Male,957000.00,McKinney Dodge Chrysler Jeep,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000.00,Sedan,Scottsdale,Arizona
9/25/2023,Male,825000.00,Motor Vehicle Branch Office,Mercury,Cougar,Overhead Camshaft,Manual,Red,22000.00,Hatchback,Austin,Texas
9/25/2023,Female,621000.00,Nebo Chevrolet,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,22000.00,Hatchback,Middletown,New York 
9/25/2023,Female,940000.00,New Castle Ford Lincoln Mercury,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,28000.00,Hatchback,Aurora,Colorado
9/25/2023,Male,998000.00,Pars Auto Sales,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000.00,Hatchback,Greenville,South Carolina
9/25/2023,Male,1010000.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21000.00,SUV,Pasco,Washington
9/25/2023,Male,1380000.00,Chrysler Plymouth,Dodge,Durango,Overhead Camshaft,Manual,Black,22000.00,SUV,Janesville,Wisconsin
9/25/2023,Female,13500.00,Classic Chevy,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,22000.00,SUV,Scottsdale,Arizona
9/25/2023,Male,267500.00,Clay Johnson Auto Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,22500.00,Sedan,Austin,Texas
9/25/2023,Male,13500.00,Diehl Motor CO Inc,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21000.00,SUV,Middletown,New York 
9/25/2023,Male,13500.00,Enterprise Rent A Car,Chevrolet,Lumina,Overhead Camshaft,Manual,Red,12000.00,Passenger,Aurora,Colorado
9/25/2023,Female,910000.00,Gartner Buick Hyundai Saab,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000.00,Hatchback,Greenville,South Carolina
9/25/2023,Male,1290000.00,Hatfield Volkswagen,Lincoln,Town car,Overhead Camshaft,Manual,Black,17000.00,Hatchback,Pasco,Washington
9/25/2023,Male,1125000.00,Chrysler of Tri-Cities,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,20500.00,Hardtop,Pasco,Washington
9/25/2023,Male,500000.00,Star Enterprises Inc,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000.00,Hardtop,Pasco,Washington
9/25/2023,Male,13500.00,Motor Vehicle Branch Office,Lexus,LX470,DoubleÂ Overhead Camshaft,Auto,Pale White,15000.00,SUV,Austin,Texas
9/25/2023,Male,1211000.00,Nebo Chevrolet,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31100.00,Hatchback,Middletown,New York 
9/25/2023,Female,13500.00,New Castle Ford Lincoln Mercury,Mercedes-B,CLK Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000.00,Sedan,Aurora,Colorado
9/25/2023,Male,750000.00,Chrysler Plymouth,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000.00,Hardtop,Janesville,Wisconsin
9/25/2023,Male,1380000.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000.00,Hatchback,Pasco,Washington
9/25/2023,Male,820000.00,Tri-State Mack Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000.00,Hardtop,Austin,Texas
9/25/2023,Male,1510000.00,Rabun Used Car Sales,Jaguar,S-Type,Overhead Camshaft,Manual,Red,21000.00,Passenger,Scottsdale,Arizona
9/25/2023,Male,1220000.00,Race Car Help,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Black,17000.00,Sedan,Austin,Texas
9/25/2023,Male,1465000.00,Ryder Truck Rental and Leasing,Acura,TL,Overhead Camshaft,Manual,Pale White,14500.00,Hatchback,Middletown,New York 
9/25/2023,Female,1110000.00,Saab-Belle Dodge,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000.00,Sedan,Aurora,Colorado
9/25/2023,Female,600000.00,Scrivener Performance Engineering,Dodge,Stratus,DoubleÂ Overhead Camshaft,Auto,Red,31000.00,Hatchback,Greenville,South Carolina
9/25/2023,Male,13500.00,U-Haul CO,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Red,29000.00,Hardtop,Austin,Texas
9/25/2023,Male,370000.00,Suburban Ford,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000.00,Sedan,Janesville,Wisconsin
9/25/2023,Male,1225000.00,Tri-State Mack Inc,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36500.00,Hatchback,Scottsdale,Arizona
9/25/2023,Male,687000.00,U-Haul CO,Audi,A4,DoubleÂ Overhead Camshaft,Auto,Black,27000.00,Hardtop,Austin,Texas
9/25/2023,Male,1211000.00,Buddy Storbeck's Diesel Service Inc,Acura,RL,Overhead Camshaft,Manual,Red,26100.00,SUV,Middletown,New York 
9/25/2023,Male,725000.00,Enterprise Rent A Car,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Black,26000.00,Hardtop,Aurora,Colorado
9/25/2023,Male,13500.00,Capitol KIA,Lexus,GS300,Overhead Camshaft,Manual,Black,51000.00,Passenger,Greenville,South Carolina
9/25/2023,Male,1400000.00,Chrysler of Tri-Cities,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000.00,SUV,Pasco,Washington
9/25/2023,Female,720000.00,Hatfield Volkswagen,Ford,Ranger,Overhead Camshaft,Manual,Black,25000.00,Hardtop,Pasco,Washington
9/25/2023,Male,1340000.00,McKinney Dodge Chrysler Jeep,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Black,26000.00,Hardtop,Scottsdale,Arizona
9/25/2023,Male,1830000.00,Clay Johnson Auto Sales,Mercedes-B,CLK Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000.00,Sedan,Austin,Texas
9/25/2023,Male,1000000.00,Diehl Motor CO Inc,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25000.00,Hatchback,Middletown,New York 
9/25/2023,Male,990000.00,Pars Auto Sales,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,16000.00,Hardtop,Greenville,South Carolina
9/25/2023,Male,13500.00,Gartner Buick Hyundai Saab,Mitsubishi,Mirage,DoubleÂ Overhead Camshaft,Auto,Black,9000.00,SUV,Greenville,South Carolina
9/25/2023,Female,1060000.00,Progressive Shippers Cooperative Association No,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,16000.00,Hardtop,Janesville,Wisconsin
9/25/2023,Female,389000.00,Iceberg Rentals,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000.00,Passenger,Janesville,Wisconsin
9/25/2023,Female,1620500.00,McKinney Dodge Chrysler Jeep,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,41050.00,Sedan,Scottsdale,Arizona
9/25/2023,Male,980000.00,Motor Vehicle Branch Office,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75000.00,Hatchback,Austin,Texas
9/25/2023,Female,722000.00,Nebo Chevrolet,Toyota,Corolla,Overhead Camshaft,Manual,Red,14000.00,Passenger,Middletown,New York 
9/25/2023,Male,1310000.00,New Castle Ford Lincoln Mercury,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22000.00,Hatchback,Aurora,Colorado
9/25/2023,Male,13500.00,U-Haul CO,Mercury,Sable,Overhead Camshaft,Manual,Red,61000.00,Sedan,Pasco,Washington
9/25/2023,Male,880000.00,Progressive Shippers Cooperative Association No,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54000.00,SUV,Janesville,Wisconsin
9/25/2023,Male,920250.00,Rabun Used Car Sales,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20250.00,SUV,Scottsdale,Arizona
9/25/2023,Female,1550000.00,Classic Chevy,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21001.00,Hardtop,Austin,Texas
9/25/2023,Male,770000.00,Ryder Truck Rental and Leasing,Volkswagen,GTI,Overhead Camshaft,Manual,Pale White,28000.00,SUV,Middletown,New York 
9/25/2023,Male,730000.00,Saab-Belle Dodge,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19000.00,SUV,Aurora,Colorado
9/25/2023,Male,820000.00,Scrivener Performance Engineering,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Red,37000.00,SUV,Greenville,South Carolina
9/25/2023,Male,1102500.00,Star Enterprises Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21250.00,Hatchback,Pasco,Washington
9/25/2023,Female,522000.00,Clay Johnson Auto Sales,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Red,39001.00,Hardtop,Austin,Texas
9/25/2023,Male,13500.00,Tri-State Mack Inc,Toyota,Avalon,DoubleÂ Overhead Camshaft,Auto,Pale White,18000.00,Sedan,Scottsdale,Arizona
9/25/2023,Male,13500.00,U-Haul CO,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000.00,Sedan,Austin,Texas
9/25/2023,Female,3360000.00,Diehl Motor CO Inc,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22001.00,Hardtop,Middletown,New York 
9/25/2023,Female,13500.00,C & M Motors Inc,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,85001.00,SUV,Aurora,Colorado
9/25/2023,Male,900400.00,Enterprise Rent A Car,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45401.00,Hardtop,Aurora,Colorado
9/25/2023,Female,828500.00,Chrysler of Tri-Cities,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27501.00,SUV,Pasco,Washington
9/25/2023,Male,740000.00,Diehl Motor CO Inc,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25001.00,Hardtop,Middletown,New York 
9/25/2023,Male,13500.00,Classic Chevy,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22001.00,Passenger,Scottsdale,Arizona
9/25/2023,Female,620000.00,Rabun Used Car Sales,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Red,29000.00,Passenger,Austin,Texas
9/25/2023,Male,600000.00,Motor Vehicle Branch Office,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,21001.00,Hardtop,Austin,Texas
9/25/2023,Male,581000.00,Ryder Truck Rental and Leasing,Lexus,LS400,Overhead Camshaft,Manual,Black,69000.00,Sedan,Aurora,Colorado
9/26/2023,Female,756000.00,Race Car Help,Toyota,Camry,Overhead Camshaft,Manual,Black,34000.00,Hatchback,Austin,Texas
9/26/2023,Male,13500.00,Ryder Truck Rental and Leasing,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19000.00,Sedan,Middletown,New York 
9/26/2023,Male,735000.00,Saab-Belle Dodge,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29000.00,Passenger,Aurora,Colorado
9/26/2023,Male,13500.00,Scrivener Performance Engineering,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Red,21000.00,SUV,Greenville,South Carolina
9/26/2023,Male,870000.00,Star Enterprises Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000.00,SUV,Pasco,Washington
9/26/2023,Male,866000.00,Buddy Storbeck's Diesel Service Inc,Volkswagen,Beetle,Overhead Camshaft,Manual,Red,21000.00,Hardtop,Middletown,New York 
9/26/2023,Male,621000.00,Tri-State Mack Inc,Ford,F-Series,Overhead Camshaft,Manual,Pale White,14000.00,Passenger,Scottsdale,Arizona
9/26/2023,Male,13500.00,U-Haul CO,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000.00,SUV,Austin,Texas
9/26/2023,Male,801000.00,Progressive Shippers Cooperative Association No,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26000.00,Hatchback,Janesville,Wisconsin
9/26/2023,Male,940000.00,Tri-State Mack Inc,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000.00,Hardtop,Austin,Texas
9/26/2023,Female,760000.00,Race Car Help,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10000.00,SUV,Austin,Texas
9/26/2023,Male,13500.00,Buddy Storbeck's Diesel Service Inc,Honda,Passport,Overhead Camshaft,Manual,Black,22000.00,Hardtop,Middletown,New York 
9/26/2023,Male,413000.00,Saab-Belle Dodge,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000.00,Passenger,Aurora,Colorado
9/26/2023,Male,431500.00,Scrivener Performance Engineering,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Red,39500.00,SUV,Greenville,South Carolina
9/26/2023,Male,720000.00,Star Enterprises Inc,Jeep,Wrangler,Overhead Camshaft,Manual,Red,13000.00,Hatchback,Pasco,Washington
9/26/2023,Male,1111000.00,Suburban Ford,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16100.00,Passenger,Janesville,Wisconsin
9/26/2023,Male,1400000.00,Tri-State Mack Inc,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25000.00,Hatchback,Scottsdale,Arizona
9/26/2023,Male,1275000.00,U-Haul CO,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19500.00,Passenger,Austin,Texas
9/26/2023,Female,985000.00,Progressive Shippers Cooperative Association No,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000.00,SUV,Janesville,Wisconsin
9/26/2023,Male,910000.00,Rabun Used Car Sales,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38000.00,Passenger,Scottsdale,Arizona
9/26/2023,Male,13500.00,Race Car Help,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000.00,SUV,Austin,Texas
9/26/2023,Female,330000.00,Ryder Truck Rental and Leasing,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Red,29000.00,Passenger,Middletown,New York 
9/26/2023,Male,1050000.00,Saab-Belle Dodge,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000.00,Hatchback,Aurora,Colorado
9/26/2023,Female,440000.00,Scrivener Performance Engineering,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,26000.00,SUV,Greenville,South Carolina
9/26/2023,Male,1199000.00,U-Haul CO,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,15900.00,Hardtop,Janesville,Wisconsin
9/26/2023,Male,970000.00,Suburban Ford,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23000.00,Sedan,Janesville,Wisconsin
9/26/2023,Male,1017500.00,Diehl Motor CO Inc,Cadillac,Seville,Overhead Camshaft,Manual,Pale White,17750.00,Hardtop,Austin,Texas
9/26/2023,Male,1600000.00,U-Haul CO,Saturn,LW,Overhead Camshaft,Manual,Pale White,13001.00,Hatchback,Austin,Texas
9/26/2023,Male,1325000.00,Progressive Shippers Cooperative Association No,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24501.00,SUV,Janesville,Wisconsin
9/26/2023,Male,13500.00,Rabun Used Car Sales,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24000.00,Sedan,Scottsdale,Arizona
9/26/2023,Male,480000.00,Race Car Help,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,21000.00,Hatchback,Austin,Texas
9/26/2023,Male,400000.00,Ryder Truck Rental and Leasing,Dodge,Durango,Overhead Camshaft,Manual,Black,22000.00,SUV,Middletown,New York 
9/26/2023,Male,13500.00,Saab-Belle Dodge,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Pale White,31000.00,Hatchback,Aurora,Colorado
9/26/2023,Male,570000.00,Scrivener Performance Engineering,BMW,528i,Overhead Camshaft,Manual,Red,29000.00,SUV,Greenville,South Carolina
9/26/2023,Male,771000.00,Star Enterprises Inc,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Black,41000.00,Sedan,Pasco,Washington
9/26/2023,Male,13500.00,Suburban Ford,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000.00,Sedan,Janesville,Wisconsin
9/26/2023,Male,431000.00,Star Enterprises Inc,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000.00,Passenger,Pasco,Washington
9/26/2023,Female,355000.00,Suburban Ford,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Red,57000.00,SUV,Janesville,Wisconsin
9/26/2023,Female,801000.00,Tri-State Mack Inc,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21000.00,Sedan,Scottsdale,Arizona
9/26/2023,Female,13500.00,U-Haul CO,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000.00,SUV,Austin,Texas
9/26/2023,Female,950000.00,Progressive Shippers Cooperative Association No,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Black,22000.00,Hatchback,Janesville,Wisconsin
9/26/2023,Female,1080000.00,Rabun Used Car Sales,Acura,RL,Overhead Camshaft,Manual,Red,34000.00,SUV,Scottsdale,Arizona
9/26/2023,Male,13500.00,Race Car Help,Volvo,S40,Overhead Camshaft,Manual,Red,22000.00,Sedan,Austin,Texas
9/26/2023,Female,375000.00,Star Enterprises Inc,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45000.00,Hardtop,Pasco,Washington
9/26/2023,Male,1190000.00,Saab-Belle Dodge,Volvo,C70,Overhead Camshaft,Manual,Pale White,24000.00,Hatchback,Aurora,Colorado
9/26/2023,Male,432000.00,Scrivener Performance Engineering,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000.00,Sedan,Greenville,South Carolina
9/26/2023,Male,13500.00,U-Haul CO,Infiniti,I30,Overhead Camshaft,Manual,Red,22000.00,Hardtop,Austin,Texas
9/26/2023,Male,1850000.00,Suburban Ford,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,15000.00,Hatchback,Janesville,Wisconsin
9/26/2023,Male,333000.00,Tri-State Mack Inc,Ford,Expedition,DoubleÂ Overhead Camshaft,Auto,Black,26000.00,SUV,Scottsdale,Arizona
9/26/2023,Female,850000.00,U-Haul CO,Dodge,Intrepid,DoubleÂ Overhead Camshaft,Auto,Red,31000.00,Sedan,Austin,Texas
9/26/2023,Female,816000.00,Classic Chevy,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,16000.00,Hardtop,Austin,Texas
9/26/2023,Female,637500.00,C & M Motors Inc,Mercedes-B,SLK230,DoubleÂ Overhead Camshaft,Auto,Black,33500.00,Hatchback,Aurora,Colorado
9/26/2023,Female,1100000.00,Capitol KIA,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,54000.00,Sedan,Greenville,South Carolina
9/26/2023,Female,13500.00,Chrysler of Tri-Cities,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,27000.00,Sedan,Pasco,Washington
9/26/2023,Male,13500.00,Pars Auto Sales,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Red,19000.00,Passenger,Greenville,South Carolina
9/26/2023,Male,1050000.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Audi,A6,Overhead Camshaft,Manual,Pale White,24000.00,SUV,Pasco,Washington
9/26/2023,Female,1100000.00,Progressive Shippers Cooperative Association No,Volvo,S40,Overhead Camshaft,Manual,Pale White,17000.00,Sedan,Janesville,Wisconsin
9/26/2023,Male,1410000.00,Rabun Used Car Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,20000.00,Hardtop,Scottsdale,Arizona
9/26/2023,Male,2160000.00,Race Car Help,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Black,60001.00,Hatchback,Austin,Texas
9/26/2023,Female,960000.00,Ryder Truck Rental and Leasing,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16001.00,Sedan,Middletown,New York 
9/26/2023,Male,13500.00,Saab-Belle Dodge,Volvo,S40,Overhead Camshaft,Manual,Red,17001.00,Sedan,Aurora,Colorado
9/26/2023,Male,1610000.00,Scrivener Performance Engineering,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16001.00,SUV,Greenville,South Carolina
9/26/2023,Male,400000.00,Star Enterprises Inc,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Red,21001.00,Sedan,Pasco,Washington
9/26/2023,Male,1420000.00,Suburban Ford,BMW,328i,Overhead Camshaft,Manual,Red,21000.00,Sedan,Janesville,Wisconsin
9/26/2023,Male,13500.00,Tri-State Mack Inc,Chevrolet,Metro,Overhead Camshaft,Manual,Red,37000.00,Passenger,Scottsdale,Arizona
9/26/2023,Male,1950000.00,U-Haul CO,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20000.00,Hatchback,Austin,Texas
9/26/2023,Male,1820000.00,Progressive Shippers Cooperative Association No,Ford,Expedition,Overhead Camshaft,Manual,Black,10000.00,SUV,Janesville,Wisconsin
9/26/2023,Male,1900000.00,Rabun Used Car Sales,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000.00,SUV,Scottsdale,Arizona
9/26/2023,Male,3020000.00,Scrivener Performance Engineering,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27000.00,Hardtop,Greenville,South Carolina
9/26/2023,Male,13500.00,Ryder Truck Rental and Leasing,Ford,F-Series,Overhead Camshaft,Manual,Red,13000.00,Passenger,Middletown,New York 
9/26/2023,Male,13500.00,Saab-Belle Dodge,Acura,RL,Overhead Camshaft,Manual,Black,18000.00,SUV,Aurora,Colorado
9/26/2023,Male,13500.00,Scrivener Performance Engineering,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000.00,Passenger,Greenville,South Carolina
9/26/2023,Male,920000.00,Nebo Chevrolet,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,15001.00,Hardtop,Middletown,New York 
9/26/2023,Male,480000.00,Pitre Buick-Pontiac-Gmc of Scottsdale,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24001.00,Hardtop,Pasco,Washington
9/26/2023,Male,650000.00,Progressive Shippers Cooperative Association No,Toyota,Tacoma,Overhead Camshaft,Manual,Pale White,24001.00,Hardtop,Janesville,Wisconsin
9/26/2023,Male,600000.00,Suburban Ford,Jaguar,S-Type,Overhead Camshaft,Manual,Red,21000.00,Passenger,Scottsdale,Arizona
9/26/2023,Male,690000.00,Tri-State Mack Inc,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Red,21000.00,Sedan,Austin,Texas
9/26/2023,Male,13500.00,U-Haul CO,Nissan,Xterra,Overhead Camshaft,Manual,Red,31000.00,Passenger,Middletown,New York 
9/26/2023,Male,13500.00,Buddy Storbeck's Diesel Service Inc,Ford,Expedition,Overhead Camshaft,Manual,Black,18000.00,SUV,Aurora,Colorado
9/26/2023,Male,582000.00,C & M Motors Inc,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,19000.00,Hatchback,Greenville,South Carolina
9/26/2023,Male,740000.00,Capitol KIA,Ford,Mustang,Overhead Camshaft,Manual,Red,43001.00,Hatchback,Pasco,Washington
9/26/2023,Male,671000.00,Chrysler of Tri-Cities,Mercury,Cougar,Overhead Camshaft,Manual,Red,22001.00,Hatchback,Janesville,Wisconsin
9/26/2023,Male,741000.00,Chrysler Plymouth,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17001.00,Passenger,Scottsdale,Arizona
9/26/2023,Male,706000.00,Classic Chevy,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27001.00,SUV,Austin,Texas
9/26/2023,Male,725000.00,Clay Johnson Auto Sales,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22001.00,Hatchback,Janesville,Wisconsin
9/26/2023,Male,360000.00,Rabun Used Car Sales,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51000.00,Hardtop,Austin,Texas
9/26/2023,Male,650000.00,Ryder Truck Rental and Leasing,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000.00,Hatchback,Janesville,Wisconsin
9/26/2023,Male,1260000.00,Saab-Belle Dodge,Acura,TL,Overhead Camshaft,Manual,Pale White,14000.00,Hatchback,Scottsdale,Arizona
9/26/2023,Male,13500.00,Scrivener Performance Engineering,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,22000.00,Passenger,Austin,Texas
9/26/2023,Male,460000.00,Star Enterprises Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22000.00,Passenger,Middletown,New York 
9/27/2023,Male,850000.00,Buddy Storbeck's Diesel Service Inc,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,27000.00,Passenger,Middletown,New York 
